ID,Title,Desc,Type,BodyPart,Equipment,Level,Rating
1652,Barbell bent-over row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,Barbell,Intermediate,8.26
1653,UN Barbell Rack Pull,"Partial deadlift variation performed with a barbell starting from a rack, targeting the upper back and traps.",Strength,Middle Back,Barbell,Intermediate,8.26
1654,UN Barbell Scrape The Rack,"Deadlift variation where the barbell is scraped along the edge of a rack during the lift, targeting the upper back and traps.",Strength,Middle Back,Barbell,Intermediate,8.260000000000002
1655,Barbell deadlift bent-over row complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Strength,Middle Back,Barbell,Intermediate,8.260000000000002
1656,30 Back Barbell Deadlift,"Deadlift exercise performed with a barbell, targeting the posterior chain muscles.",Strength,Middle Back,Barbell,Intermediate,8.260000000000002
1657,30 Back Bent-Over Barbell Row,"Rowing exercise performed with a barbell while bent over, targeting the upper back muscles.",Strength,Middle Back,Barbell,Intermediate,8.260000000000002
1658,30 Back T-Bar Row,"Rowing exercise performed with a T-bar row machine, targeting the upper back muscles.",Strength,Middle Back,Barbell,Intermediate,8.260000000000002
1659,30 Back Underhand Bent-Over Barbell Row,"Rowing exercise performed with a barbell using an underhand grip, targeting the upper back and biceps.",Strength,Middle Back,Barbell,Intermediate,8.260000000000002
1660,Kettlebell alternating renegade row,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Strength,Middle Back,Kettlebells,Intermediate,8.5
1661,Alternating Kettlebell Row,"Rowing exercise using kettlebells performed alternately with each arm, targeting the back and rear delts.",Strength,Middle Back,Kettlebells,Intermediate,7.9
1662,Two-Arm Kettlebell Row,"Rowing exercise using kettlebells with both arms simultaneously, targeting the back and rear delts.",Strength,Middle Back,Kettlebells,Beginner,7.3
1663,Kettlebell bent-over row to clean,"The kettlebell bent-over row to clean is a combination kettlebell exercise that targets many of the muscles of the upper body including the lats (latissimus dorsi), biceps, shoulders, and core. It also strengthens and trains power output of the lower body. It can be done for reps or for time as a strength or muscle-focused complex, or in circuit-style training for conditioning or fat loss.",Strength,Middle Back,Kettlebells,Intermediate,8.3
1664,UP Deficit Kettlebell Stiff-Legged Deadlift,"The kettlebell deficit deadlift is a more advanced version of the kettlebell deadlift movement that is performed standing on steps or boxes. It can be done to build strength or hip mobility for squats or deadlifts, in high reps or in more traditional strength and muscle-focused rep ranges.",Strength,Middle Back,Kettlebells,Intermediate,8.3
1665,FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,"Rowing exercise using double kettlebells with a dagger grip, targeting the back and rear delts.",Strength,Middle Back,Kettlebells,Intermediate,8.299999999999999
1666,FYR2 Double-Kettlebell Swing Clean,Dynamic exercise involving swinging double kettlebells between the legs and up to shoulder height.,Strength,Middle Back,Kettlebells,Intermediate,8.299999999999999
1667,Single-arm kettlebell row-,"The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement.",Strength,Middle Back,Kettlebells,Intermediate,8.3
1668,FYR2 Ascending-Rep Swing-Squat Complex,Complex exercise involving kettlebell swings followed by squats with ascending repetitions.,Strength,Middle Back,Kettlebells,Intermediate,8.3
1669,One-Arm Dumbbell Row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Strength,Middle Back,Dumbbell,Intermediate,9.0
1670,Incline dumbbell row,"The incline dumbbell row is an upper-body exercise targeting the lats (latissimus dorsi) and upper-back muscles, as well as the biceps. Performing it on an incline bench helps target the lower lats in particular. Dumbbell row variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",Strength,Middle Back,Dumbbell,Intermediate,8.8
1671,Bent Over Two-Dumbbell Row With Palms In,"Rowing exercise using dumbbells with palms facing inward, targeting the upper back and rear delts.",Strength,Middle Back,Dumbbell,Beginner,8.8
1672,Man-maker,"The man-maker is a sequence of exercises combining a dumbbell front squat, military press, renegade row, and sprawl. Between these movements it challenges muscles across the body, along with the cardiovascular system. It can be performed for rounds or for time as a single full-body exercise or as part of a fat-loss or athleticism-focused workout.",Strength,Middle Back,Dumbbell,Intermediate,8.4
1673,Dumbbell bent-over row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,Dumbbell,Intermediate,8.3
1674,Middle Back Shrug,Shrugging exercise targeting the middle back muscles.,Strength,Middle Back,Dumbbell,Beginner,8.3
1675,Dumbbell pull-over to skullcrusher,"The dumbbell pull-over to skullcrusher is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1676,Dumbbell Fix Single-Arm Dumbbell Row,Rowing exercise using a single dumbbell targeting the upper back and rear delts.,Strength,Middle Back,Dumbbell,Intermediate,8.625
1677,Dumbbell Fix Bent-Over Dumbbell Row,"Rowing exercise using dumbbells performed while bent over, targeting the upper back muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1678,Dumbbell Seal Row - Gethin Variation,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1679,Decline dumbbell chest fly,"The decline dumbbell chest fly is an upper-body exercise targeting the muscles of the chest, particularly the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1680,TBS Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1681,HM Alternating Bent-Over Quick Row,Quick alternating rowing exercise targeting the upper back and rear delts.,Strength,Middle Back,Dumbbell,Intermediate,8.625
1682,HM Bent-Over Dumbbell Row,"Rowing exercise using dumbbells performed while bent over, targeting the upper back muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1683,AM Single Arm Row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1684,Dumbbell stiff-legged deadlift,"The dumbbell stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1685,Single-arm bench dumbbell row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1686,UN Bent-Over Dumbbell Row,"Rowing exercise using dumbbells performed while bent over, targeting the upper back muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1687,UN Dumbbell RDL,"Romanian deadlift exercise using dumbbells, targeting the hamstrings and glutes.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1688,UN Chest Supported Row,"Rowing exercise performed with the chest supported on a bench, targeting the upper back muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1689,MetaBurn Bent-Over Renegade Row,"Rowing exercise involving a renegade row performed while bent over, targeting the upper back and rear delts.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1690,30 Back Bent-Over Dumbbell Row,"Rowing exercise using dumbbells performed while bent over, targeting the upper back muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1691,30 Back Dumbbell Pull-Over,"Pull-over exercise using dumbbells, targeting the back and chest muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1692,30 Back Incline Dumbbell Row,"Rowing exercise performed on an incline bench with dumbbells, targeting the upper back muscles.",Strength,Middle Back,Dumbbell,Intermediate,8.625
1693,30 Back Single-Arm Dumbbell Row,Rowing exercise using a single dumbbell targeting the upper back and rear delts.,Strength,Middle Back,Dumbbell,Intermediate,8.625
1694,30 Back Single-Arm Dumbbell Swing Row,Combination exercise involving a single-arm dumbbell swing followed by a rowing motion.,Strength,Middle Back,Dumbbell,Intermediate,8.625
1695,T-Bar Row with Handle,"Rowing exercise performed with a T-bar row machine using a handle attachment, targeting the upper back muscles.",Strength,Middle Back,Other,Intermediate,9.5
1696,T-Bar Row,"Rowing exercise performed with a T-bar row machine, targeting the upper back muscles.",Strength,Middle Back,Other,Intermediate,8.9
1697,Alternating sit-through with crunch,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",Strength,Middle Back,Other,Intermediate,8.9
1698,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.8
1699,Upside-down pull-up,"The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including the lats (latissimus dorsi), biceps, and core. However, the pulling angle is more akin to a bent-over row or upright row, depending on the angle of your hips.",Strength,Middle Back,Other,Intermediate,8.8
1700,Smith machine inverted row,"The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row. This variation is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Middle Back,Other,Intermediate,8.2
1701,Lying T-Bar Row,"Rowing exercise performed lying face down on a bench with a T-bar row machine, targeting the upper back muscles.",Strength,Middle Back,Other,Intermediate,7.9
1702,Suspended row,"The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm-up for a pressing or pulling-focused workout.",Strength,Middle Back,Other,Intermediate,7.6
1703,Inverted Row with Straps,"Rowing exercise performed while hanging from straps, targeting the upper back and rear delts.",Strength,Middle Back,Other,Beginner,6.4
1704,One Arm Chin-Up,"Chin-up variation performed with one arm, targeting the upper back and biceps muscles.",Strength,Middle Back,Other,Beginner,6.3
1705,Sled Row,"Rowing exercise using a sled with handles, targeting the upper back and rear delts.",Strength,Middle Back,Other,Beginner,0.0
1706,Paul Carter T-Bar Row,"Variation of the T-bar row exercise developed by Paul Carter, targeting the upper back muscles.",Strength,Middle Back,Other,Intermediate,8.542857142857143
1707,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,"The single-arm bent-over rear delt fly or rear delt raise is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Middle Back,Other,Intermediate,8.542857142857144
1708,30 Back Plate Hyperextension,"Hyperextension exercise performed with a weight plate, targeting the lower back muscles.",Strength,Middle Back,Other,Intermediate,8.542857142857144
1709,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.8
1710,Single-arm cable seated row,"The single-arm cable seated row is a version of the cable row movement that trains the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The single-arm row can work well in a variety of rep ranges but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.5
1711,Paul Carter Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1712,TBS Lat Pull-Down,"Lat pull-down exercise performed on a T-bar row machine, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1713,One-Arm Cable Read Delt Fly - Gethin Variation,"The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1714,UP Seated Cable Row,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1715,UP Cable Straight-Arm Pull-Down,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1716,UN Cable Pull-Through,Cable exercise involving pulling a cable through the legs while bending forward to target the posterior chain muscles.,Strength,Middle Back,Cable,Intermediate,8.700000000000001
1717,30 Back Close-Grip Seated Cable Row,"Rowing exercise performed with a close grip on a seated cable row machine, targeting the upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1718,30 Back Incline Face-Up Cable Pull-Down,"Lat pull-down exercise performed on an incline bench with a cable machine, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1719,30 Back Kneeling High Cable Pull-Down,"Lat pull-down exercise performed kneeling with a cable machine, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1720,30 Back Leaning V-Bar Pull-Down,"Lat pull-down exercise performed while leaning back with a V-bar attachment, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1721,30 Back Reverse-Grip Pull-Down,"Lat pull-down exercise performed with a reverse grip, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1722,30 Back Standing Low Cable Bar Row,"Rowing exercise performed standing with a low cable attachment, targeting the upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1723,30 Back Standing Low Cable Rope Row,"Rowing exercise performed standing with a low cable attachment using a rope, targeting the upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1724,30 Back Straight-Arm Bar Pull-Down,"Lat pull-down exercise performed with straight arms using a bar attachment, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1725,30 Back Straight-Arm Rope Pull-Down,"Lat pull-down exercise performed with straight arms using a rope attachment, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1726,30 Back Wide-Grip Behind-The-Head Pull-Down,"Lat pull-down exercise performed with a wide grip behind the head, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1727,30 Back Wide-Grip Pull-Down,"Lat pull-down exercise performed with a wide grip, targeting the lats and upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1728,30 back Wide-Grip Seated Cable Row,"Rowing exercise performed with a wide grip on a seated cable row machine, targeting the upper back muscles.",Strength,Middle Back,Cable,Intermediate,8.700000000000001
1729,Rower,"The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Middle Back,Machine,Intermediate,8.9
1730,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Middle Back,Cable,Intermediate,8.8
1731,Smith machine bent-over row,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.",Strength,Middle Back,Machine,Intermediate,8.1
1732,Leverage High Row,The machine high row is an exercise targeting the lats and works the back overall.,Strength,Middle Back,Machine,Beginner,7.9
1733,Machine Low Row,The machine low row is an exercise targeting the back muscles.,Strength,Middle Back,Machine,Intermediate,8.683333333333332
1734,Standing lat pull-down,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits.",Strength,Middle Back,Machine,Intermediate,8.683333333333334
1735,30 Back Machine Seated Row,"Rowing exercise performed on a machine while seated, targeting the upper back muscles.",Strength,Middle Back,Machine,Intermediate,8.683333333333334
1736,30 Back Smith Machine Push-Up,"Push-up exercise performed with hands on a Smith machine bar, targeting the chest and triceps muscles.",Strength,Middle Back,Machine,Intermediate,8.683333333333332
1737,Mixed Grip Chin,"Chin-up variation performed with a mixed grip, targeting the upper back and biceps muscles.",Strength,Middle Back,Body Only,Intermediate,8.2
1738,Rhomboids SMR,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.",Stretching,Middle Back,Body Only,Intermediate,5.7
1739,Spinal Stretch,Stretching exercise targeting the spine to improve flexibility and mobility.,Stretching,Middle Back,Body Only,Intermediate,5.3
1740,Upper Back Stretch,Stretching exercise targeting the upper back muscles to improve flexibility and mobility.,Stretching,Middle Back,Body Only,Intermediate,4.2
1741,Middle Back Stretch,Stretching exercise targeting the middle back muscles to improve flexibility and mobility.,Stretching,Middle Back,Body Only,Intermediate,3.8
1742,TBS Pull-Up,"Pull-up exercise performed on a T-bar row machine, targeting the lats and upper back muscles.",Strength,Middle Back,Body Only,Intermediate,8.875
1743,HM Angel Stretch,"Stretching exercise targeting the upper back and shoulders, resembling the posture of an angel.",Strength,Middle Back,Body Only,Intermediate,8.875
1744,UNS Foam Roll Upper Back,Foam rolling exercise targeting the upper back muscles to release tension and improve mobility.,Strength,Middle Back,Body Only,Intermediate,8.875
1745,30 Back Neutral-Grip Pull-Down,"Lat pull-down exercise performed with a neutral grip, targeting the lats and upper back muscles.",Strength,Middle Back,Body Only,Intermediate,8.875
1746,30 Back Pull-Up,Pull-up exercise targeting the lats and upper back muscles.,Strength,Middle Back,Body Only,Intermediate,8.875
1747,30 Back Reverse-Grip Pull-Up,"Pull-up exercise performed with a reverse grip, targeting the lats and biceps muscles.",Strength,Middle Back,Body Only,Intermediate,8.875
1748,ACFT Medicine ball overhead power throw,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Strength,Middle Back,Medicine Ball,Intermediate,3.0
1749,Upright Row - With Bands,"Upright row exercise performed with resistance bands, targeting the shoulders and upper back muscles.",Strength,Traps,Bands,Beginner,7.8
1750,Band seated row,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Strength,Traps,Bands,Intermediate,8.38
1751,Barbell shrug,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Strength,Traps,Barbell,Intermediate,8.4
1752,Barbell behind-the-back shrug,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Strength,Traps,Barbell,Intermediate,8.3
1753,Clean Shrug,"Shrug exercise performed as part of the clean movement, targeting the upper back and traps.",Olympic Weightlifting,Traps,Barbell,Beginner,6.8
1754,Snatch Shrug,"Shrug exercise performed as part of the snatch movement, targeting the upper back and traps.",Olympic Weightlifting,Traps,Barbell,Beginner,6.2
1755,Single-arm inverted row,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row.",Strength,Traps,Barbell,Intermediate,8.35
1756,Kettlebell sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",Strength,Traps,Kettlebells,Intermediate,8.7
1757,Standing dumbbell shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,8.7
1758,Standing dumbbell upright row,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Traps,Dumbbell,Intermediate,8.7
1759,Dumbbell pull-over,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso.",Strength,Traps,Dumbbell,Intermediate,8.35
1760,Standing Dumbbell Shrug - Gethin Variation,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,8.35
1761,Single-arm dumbbell row,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.",Strength,Traps,Dumbbell,Intermediate,8.350000000000001
1762,Lying Face Down Plate Neck Resistance,"Neck resistance exercise performed lying face down with a plate, targeting the neck muscles.",Strength,Neck,Other,Beginner,9.3
1763,Lying Face Up Plate Neck Resistance,"Neck resistance exercise performed lying face up with a plate, targeting the neck muscles.",Strength,Neck,Other,Beginner,8.4
1764,Seated Head Harness Neck Resistance,"Neck resistance exercise performed seated with a head harness, targeting the neck muscles.",Strength,Neck,Other,Beginner,7.6
1765,Cable straight-bar upright row,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Cable,Intermediate,8.1
1766,Cable shrug,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.",Strength,Traps,Cable,Intermediate,7.9
1767,Smith machine shrug,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,9.2
1768,Leverage Shrug,"Shrug exercise using leverage equipment, targeting the upper back and traps.",Strength,Traps,Machine,Intermediate,9.1
1769,Calf-Machine Shoulder Shrug,"Shrug exercise performed on a calf machine, targeting the upper back and traps.",Strength,Traps,Machine,Beginner,8.7
1770,Smith machine behind-the-back shrug,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,7.8
1771,Smith machine upright row,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Machine,Intermediate,7.3
1772,Machine low row-,"The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Traps,Machine,Intermediate,8.5
1773,Machine Shrug - Gethin Variation,"Shrug exercise variation using a machine, developed by Kris Gethin, targeting the upper back and traps.",Strength,Traps,Machine,Intermediate,8.5
1774,Smith machine single-arm shrug,"The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,8.5
1775,Isometric Neck Exercise - Sides,Isometric neck exercise targeting the side neck muscles.,Strength,Neck,Body Only,Beginner,7.4
1776,Isometric Neck Exercise - Front And Back,Isometric neck exercise targeting the front and back neck muscles.,Strength,Neck,Body Only,Beginner,6.4
1777,Neck Bridge Prone,"Neck strengthening exercise performed lying prone, targeting the neck muscles.",Strength,Neck,Body Only,Beginner,5.7
1778,Side Neck Stretch,Stretching exercise targeting the side neck muscles to improve flexibility and mobility.,Stretching,Neck,Body Only,Intermediate,4.8
1779,Neck-SMR,Self-myofascial release technique targeting the neck muscles to release tension and improve mobility.,Stretching,Neck,Body Only,Intermediate,2.8
1780,Scapular Pull-Up,Pull-up variation emphasizing scapular retraction and depression to improve shoulder stability and strength.,Strength,Traps,Body Only,Beginner,6.6
